# Version: 395a026bc9 p-2023.9-push-64
# Command Line: C:\Program Files\Coverity\Coverity Static Analysis\bin\cov-analyze --dir C:\Users\hu4abis\Desktop\SimplyVulnerable-Hard\idir --strip-path C:\Users\hu4abis\Desktop\SimplyVulnerable-Hard --all --webapp-security --webapp-security-aggressiveness-level high
timer                                                                                     ms      calls
      __OS_CMD_INJECTION_BUDA_STATICS_TANDEM_WORMHOLING                                   15          2
      __TAINT_ASSERT_BUDA_STATICS_WORMHOLING                                              16          2
      __URL_MANIPULATION_BUDA_STATICS_WORMHOLING                                          31          2
      UNRESTRICTED_ACCESS_TO_FILE_BUDA_STATICS_WORMHOLING                                 16          2
      (left over)                                                                          0
    UNKNOWN_LANGUAGE_INJECTION_WORMHOLING                                                  0          2
    UNRESTRICTED_DISPATCH_WORMHOLING                                                       0          2
    UNSAFE_NAMED_QUERY_WORMHOLING                                                          0          2
    __HARDCODED_CREDENTIALS_BUDA_STATICS_NO_CALLGRAPH_WORMHOLING                          16          2
    __HEADER_INJECTION_STATICS_WORMHOLING                                                  0          2
    __INSECURE_RANDOM_BUDA_STATICS_WORMHOLING                                              0          2
    __NOSQL_QUERY_INJECTION_STATICS_WORMHOLING                                             0          2
    __OPEN_REDIRECT_BUDA_STATICS_WORMHOLING                                               15          2
    __OS_CMD_INJECTION_BUDA_STATICS_TANDEM_WORMHOLING                                      0          2
    __PATH_MANIPULATION_BUDA_STATICS_WORMHOLING                                           16          2
    __REGEX_INJECTION_STATICS_WORMHOLING                                                   0          2
    __SCRIPT_CODE_INJECTION_STATICS_WORMHOLING                                             0          2
    __SENSITIVE_DATA_LEAK_BUDA_STATICS_WORMHOLING                                         31          2
    __SQLI_BUDA_STATICS_WORMHOLING                                                        16          2
    __TAINT_ASSERT_BUDA_STATICS_WORMHOLING                                                 0          2
    __UNENCRYPTED_SENSITIVE_DATA_BUDA_STATICS_NO_CALLGRAPH_WORMHOLING                     15          2
    __UNSAFE_DESERIALIZATION_STATICS_WORMHOLING                                            0          2
    __WEAK_PASSWORD_HASH_BUDA_STATICS_WORMHOLING                                          16          2
    __XML_EXTERNAL_ENTITY_BUDA_JAVA_DOTNET_WORMHOLING                                     16          2
    __XPATH_INJECTION_STATICS_WORMHOLING                                                   0          2
    (left over)                                                                         3921
  finishCalcXrefs                                                                          0          1
  finish_jshint                                                                            0          1
  finish_detekt                                                                            0          1
  finish_pmd                                                                               0          1
  (left over)                                                                           3672

activity                                                                                  ms      calls
-------------------------------------------------------------------------------------------------------
allAnalysis                                                                            36656          1
CUDA.SPECIFIERS_INCONSISTENCY                                                              0          1
OVERLAPPING_COPY                                                                           0          1
LOCK_FINDER_BOTTOMUP                                                                      15        173
THREAD_ENTRY_POINT                                                                         0          1
RELAX_BLOCK_FN                                                                             0          1
RELAX_GETLOCK                                                                              0          3
RELAX_SERVLET_ATTRIBUTE                                                                    0          1
RELAX_LOCK_STATE                                                                           0          3
RELAX_THREADS                                                                              0          1
RELAX_THREAD_SHARED                                                                        0          1
RELAX_UNLOCKED_WRITE                                                                       0          3
DUMMY_DERIVER_CONCURRENCY                                                                  0          1
IFACE_TRACKER                                                                              0         14
LOCK_FINDER_TOPDOWN                                                                        0          3
THREAD_CONTEXT                                                                             0          1
ALLOC_FREE_MISMATCH                                                                        0          1
ASPNET_MVC_VERSION_HEADER                                                                  0          3
ATTRIBUTE_NAME_CONFLICT                                                                    0          1
AUTO_CAUSES_COPY                                                                           0          1
MISSING_PERMISSION_FOR_BROADCAST                                                           0          1
ARRAY_VS_SINGLETON                                                                         0          1
ASSERT_SIDE_EFFECT                                                                         0          1
ATOMICITY                                                                                  0          1
SERVLET_ATOMICITY                                                                          0          1
BAD_ALLOC_ARITHMETIC                                                                       0          1
BAD_ALLOC_STRLEN                                                                           0          1
BAD_CHECK_OF_WAIT_COND                                                                     0         51
BAD_COMPARE                                                                                0          1
BAD_EQ_TYPES                                                                               0          3
BAD_FREE                                                                                   0          1
IMPLICIT_INTENT                                                                            0          1
__BAD_CERT_VERIFICATION_ABSTRACT_INTERPRETATION                                            0          1
EXPOSED_PREFERENCES                                                                        0          1
BAD_LOCK_OBJECT                                                                            0         51
BAD_SHIFT                                                                                  0          3
BAD_SIZEOF                                                                                 0          1
BUFFER_SIZE                                                                                0          1
CHAR_IO                                                                                    0          1
CHROOT                                                                                     0          1
COM.BAD_FREE                                                                               0          1
COM.BSTR.CONV                                                                              0          1
CONSTANT_EXPRESSION_RESULT                                                                 0          3
COPY_PASTE_ERROR                                                                           0          3
CUDA.DIVERGENCE_AT_COLLECTIVE_OPERATION                                                    0          1
STRING_GRAPH_CRYPTO                                                                        0          3
__RISKY_CRYPTO_ABSTRACT_INTERPRETATION                                                     0          3
CTOR_DTOR_LEAK                                                                             0          1
CUDA.INACTIVE_THREAD_AT_COLLECTIVE_WARP                                                    0          1
CUDA.INVALID_MEMORY_ACCESS                                                                 0          1
CUDA.SHARE_FUNCTION                                                                        0          1
CUDA.SHARE_OBJECT_STREAM_ASSOCIATED                                                        0          1
DEADCODE                                                                                   0          3
DELETE_ARRAY                                                                               0          1
DELETE_VOID                                                                                0          1
USE_AFTER_FREE                                                                             0          1
DIVIDE_BY_ZERO                                                                             0          3
EVALUATION_ORDER                                                                           0          1
FORMAT_STRING_INJECTION                                                                    0          1
FORWARD_NULL                                                                               0          3
GUARDED_BY_VIOLATION                                                                       0         51
HIBERNATE_BAD_HASHCODE                                                                     0          1
ORM_UNNECESSARY_GET                                                                        0          1
IDENTICAL_BRANCHES                                                                         0          3
INCOMPATIBLE_CAST                                                                          0          1
INFINITE_LOOP                                                                              0          3
__INSECURE_COMMUNICATION_ABSTRACT_INTERPRETATION                                           0          3
INVALIDATE_ITERATOR                                                                        0          3
LOCK_EVASION                                                                               0         51
LOCK                                                                                       0          1
LOCK_STATE                                                                                 0          1
LOCK_INVERSION                                                                             0          1
MISMATCHED_ITERATOR                                                                        0          1
MISSING_BREAK                                                                              0          3
MISSING_COMMA                                                                              0          1
MISSING_LOCK                                                                               0          1
MISSING_RESTORE                                                                            0          3
MISSING_RETURN                                                                             0          1
MISSING_THROW                                                                              0          3
MULTIPLE_INIT_SMART_PTRS                                                                   0          1
NEGATIVE_RETURNS                                                                           0          1
NESTING_INDENT_MISMATCH                                                                    0          3
NO_EFFECT                                                                                  0          3
NULL_RETURNS                                                                               0         53
OPEN_ARGS                                                                                  0          1
ORDER_REVERSAL                                                                             0          1
ORM_LOAD_NULL_CHECK                                                                        0          1
__OS_CMD_INJECTION_CPP                                                                     0          1
OVERFLOW_BEFORE_WIDEN                                                                      0         51
OVERLAPPING_COPY_INTERNAL                                                                  0          1
OVERRUN                                                                                    0          1
OVERRUN_SYMBOLIC                                                                           0          1
PASS_BY_VALUE                                                                              0          1
__PATH_MANIPULATION_CPP                                                                    0          1
PREDICTABLE_RANDOM_SEED                                                                    0          1
PRINTF_ARGS                                                                                0          1
PRECEDENCE_ERROR                                                                           0          1
PROPERTY_MIXUP                                                                             0          5
READLINK                                                                                   0          1
REGEX_CONFUSION                                                                            0          1
RESOURCE_LEAK                                                                              0          3
RETURN_LOCAL                                                                               0          1
REVERSE_NEGATIVE                                                                           0          1
REVERSE_INULL                                                                              0          3
__SECURE_TEMP_ABSTRACT_INTERPRETATION                                                      0          1
__SENSITIVE_DATA_LEAK_CPP                                                                  0          1
SIGN_EXTENSION                                                                             0          1
SIZEOF_MISMATCH                                                                            0          1
SLEEP                                                                                      0          1
STACK_USE                                                                                  0          1
STRAY_SEMICOLON                                                                            0          3
STREAM_FORMAT_STATE                                                                        0          1
STRING_NULL                                                                                0          1
STRING_OVERFLOW                                                                            0          1
STRING_SIZE                                                                                0          1
__SQLI_CPP                                                                                 0          1
SWAPPED_ARGUMENTS                                                                          0          3
TAINTED_SCALAR                                                                             0          1
USER_POINTER                                                                               0          1
TAINTED_STRING                                                                             0          1
TOCTOU                                                                                     0          1
USE_AFTER_MOVE                                                                             0          1
UNCAUGHT_EXCEPT_INTERNAL                                                                   0          1
UNEXPECTED_CONTROL_FLOW                                                                    0          3
UNINIT                                                                                     0          1
UNINIT_CTOR                                                                                0          1
UNINTENDED_GLOBAL                                                                          0          3
UNINTENDED_INTEGER_DIVISION                                                                0          3
UNLOCKED_ACCESS                                                                            0          1
UNLOGGED_SECURITY_EXCEPTION                                                                0          3
UNREACHABLE                                                                                0          3
UNRESTRICTED_ACCESS_TO_FILE_PRE                                                            0          1
__UNSAFE_XML_PARSE_CONFIG_CPP                                                              0          1
UNUSED_VALUE                                                                               0          3
__URL_MANIPULATION_CPP                                                                     0          1
__HEADER_INJECTION_CPP                                                                     0          1
USELESS_CALL                                                                               0          3
VARARGS                                                                                    0          1
VIRTUAL_DTOR                                                                               0          1
WRAPPER_ESCAPE                                                                             0          1
WRONG_METHOD                                                                               0          1
__XPATH_INJECTION_CPP                                                                      0          1
__XML_EXTERNAL_ENTITY_GO                                                                   0          1
EXTRACT_XREF_SUMMARY                                                                      15          4
FUNCTION_METRICS                                                                          16         28
DC.PREDICTABLE_KEY_PASSWORD                                                                0          1
DC.WEAK_CRYPTO                                                                             0          1
DC.STREAM_BUFFER                                                                           0          1
DC.DEADLOCK                                                                                0          1
DC.DANGEROUS                                                                               0          1
DC.DEBUGAPI                                                                                0          1
CODEXM                                                                                     0          3
CODEXM_FUNCTIONS_STAT_PASS                                                                 0         53
CODEXM_CLASSES_STAT_PASS                                                                   0          1
CODEXM_DECLS_STAT_PASS                                                                     0          1
CODEXM_TEXT_STAT_PASS                                                                     15         26
CODEXM_FUNCTIONS_CHECKER_PASS_BEFORE_TUS                                                   0         53
CODEXM_FUNCTIONS_CHECKER_PASS_AFTER_TUS                                                    0          1
CODEXM_BUDA_CHECKER                                                                      327          7
CONFIG.ANDROID_GRADLE_OBFUSCATION_NOT_ENABLED                                              0         24
ANGULAR_SCE_DISABLED                                                                       0          3
__ANONYMOUS_DB_CONNECTION_CODEXM_GO                                                        0          1
__ANONYMOUS_DB_CONNECTION_CODEXM_PYTHON                                                    0          1
__BAD_CERT_VERIFICATION_CODEXM_GO                                                          0          1
__BAD_CERT_VERIFICATION_CODEXM_JAVA                                                        0          1
__BAD_CERT_VERIFICATION_CODEXM_JS                                                          0          3
__BAD_CERT_VERIFICATION_CODEXM_PYTHON                                                      0          1
CONFIG.BEEGO_CSRF_PROTECTION_DISABLED                                                      0         24
__CONFIG.COOKIE_SIGNING_DISABLED_CODEXM_GO                                                 0          1
__CORS_MISCONFIGURATION_AUDIT_CODEXM_GO                                                    0          1
__CORS_MISCONFIGURATION_CODEXM_CS                                                          0          6
__CORS_MISCONFIGURATION_CODEXM_GO                                                          0          1
__EXPOSED_DIRECTORY_LISTING_CODEXM_GO                                                      0          1
UNLESS_CASE_SENSITIVE_ROUTE_MATCHING                                                       0          3
__HARDCODED_CREDENTIALS_URL                                                                0          3
__HARDCODED_CREDENTIALS_CODEXM_PYTHON                                                      0          1
__INSECURE_COMMUNICATION_CODEXM_CS                                                         0          3
__INSECURE_COMMUNICATION_CODEXM_GO                                                         0          1
__INSECURE_COMMUNICATION_CODEXM_PYTHON                                                     0          1
__INSECURE_COOKIE_CODEXM_GO                                                                0          1
INSECURE_CSP                                                                               0          1
INSECURE_FILE_PERMISSIONS                                                                  0          1
__INSECURE_NETWORK_BIND_CODEXM_GO                                                          0          1
__INSECURE_NETWORK_BIND_CODEXM_PYTHON                                                      0          1
JINJA2_AUTOESCAPE_DISABLED                                                                 0          1
__JSONWEBTOKEN_UNTRUSTED_DECODE_CODEXM_GO                                                  0          1
MISSING_PASSWORD_VALIDATOR                                                                 0          1
__OAUTH2_MISCONFIGURATION_CODEXM_GO                                                        0          1
__SECURE_TEMP_CODEXM_PYTHON                                                                0          1
__SOCKET_ACCEPT_ALL_ORIGINS_CODEXM_GO                                                      0          1
STATIC_API_KEY                                                                             0          1
SUPPRESSED_ERROR                                                                           0          1
__UNSAFE_BASIC_AUTH_CODEXM_GO                                                              0          1
__UNSAFE_FUNCTIONALITY_GO                                                                  0          1
__CONFIG.UNSAFE_SESSION_TIMEOUT_CODEXM_GO                                                  0          1
__UNSAFE_XML_PARSE_CONFIG_CODEXM_CS                                                        0          3
__UNSAFE_XML_PARSE_CONFIG_CODEXM_PYTHON                                                    0          1
__WEAK_PASSWORD_HASH_CODEXM_PYTHON                                                         0          1
CUDA.COLLECTIVE_WARP_SHUFFLE_WIDTH                                                         0          1
CUDA.CUDEVICE_HANDLES                                                                      0          1
CUDA.DEVICE_DEPENDENT                                                                      0          1
CUDA.DEVICE_DEPENDENT_CALLBACKS                                                            0          1
CUDA.ERROR_INTERFACE                                                                       0          1
CUDA.ERROR_KERNEL_LAUNCH                                                                   0          1
CUDA.FORK                                                                                  0          1
CUDA.INITIATION_OBJECT_DEVICE_THREAD_BLOCK                                                 0          1
CUDA.SYNCHRONIZE_CALLBACKS                                                                 0          1
CUDA.SYNCHRONIZE_TERMINATION                                                               0          1
COPY_INSTEAD_OF_MOVE                                                                       0          1
INEFFICIENT_RESERVE                                                                        0          1
WRITE_CONST_FIELD                                                                          0          1
Y2K38_SAFETY                                                                               0          1
FRAMEWORK_ANALYSIS_SPRING                                                                  0          1
RELAX_ACCESS_DBUFFER                                                                       0          1
RELAX_AFM_ALLOC                                                                            0          1
RELAX_AFM_FREE                                                                             0          1
RELAX_ALLOC                                                                                0        612
RELAX_CLOSE_RESOURCE                                                                       0          3
RELAX_CUDA_COLLECTIVE_OPERATION_SINK                                                       0          1
RELAX_CUDA_THREAD_IDX_SOURCE                                                               0          1
RELAX_BUFFER_SIZE                                                                          0          1
RELAX_CHECKED_RETURN                                                                       0          3
RELAX_CUDA_INACTIVE_THREAD_AT_COLLECTIVE_WARP_SINK                                         0          1
RELAX_CUDA_INVALID_MEMORY_ACCESS_SOURCE                                                    0          1
RELAX_CUDA_INVALID_MEMORY_ACCESS_SINK                                                      0          1
RELAX_CUDA_SHARE_FUNCTION                                                                  0          1
RELAX_CUDA_SHARE_OBJECT_STREAM_ASSOCIATED_SINK                                             0          1
RELAX_DEREF_ARGS                                                                           0          3
RELAX_DIVISOR                                                                              0          3
RELAX_FREED_ARGS                                                                           0          1
RELAX_OBJECT_FREED                                                                         0          1
RELAX_OBJECT_USED                                                                          0          1
RELAX_INDEX_GENERIC                                                                        0          1
RELAX_MAYWRITE_NONPTR_FIELDS                                                               0          1
RELAX_ZERO_RETURN                                                                          0          3
RELAX_NEGATIVE_RETURN                                                                      0          1
RELAX_NEGATIVE_SINK                                                                        0          1
RELAX_NULL_RETURN                                                                          0        411
RELAX_NEW_ARRAY                                                                            0          1
RELAX_DELETE_ARRAY                                                                         0          1
RELAX_ITERATOR_RETURNS                                                                     0          1
RELAX_ITERATOR_SINKS                                                                       0          1
HBM_EQUALSORHASHCODE                                                                       0          1
HBM_MAYSETID                                                                               0          1
RELAX_ORM_LOAD                                                                             0          1
RELAX_STREAM_STATE                                                                         0          1
SMART_PTRS_SIDE_EFFECT_SOURCE                                                              0          1
NATIVE_PTR_USE_SINK                                                                        0          1
RELAX_JAVASCRIPT_OPTIONAL_CONSTRUCTOR                                                      0          3
RELAX_NOTHING                                                                              0          3
DERIVE_PTR_ARITH                                                                           0          1
DUMMY_DERIVER_PTR_ARITH                                                                    0          1
RELAX_ASPNET_MVC_VERSION_HEADER                                                            0          3
RELAX_DATAFLOW_PRIMITIVES                                                                  0          3
RELAX_TAINT                                                                                0          1
RELAX_STRING_SIZE_RETURN                                                                   0          1
RELAX_STRING_SIZE_SANITIZE                                                                 0          1
RELAX_STRING_SIZE_SINK                                                                     0          1
RELAX_STRING_SIZE_SINK_VARARG                                                              0          1
RELAX_STRING_NULL_TAINT                                                                    0          1
RELAX_STRING_NULL_SINK                                                                     0          1
RELAX_STRING_NULL_SINK_VARARG                                                              0          1
RELAX_STRING_OVERFLOW                                                                      0          1
RELAX_USER_POINTER                                                                         0          1
RELAX_CRYPTO_PRIMITIVES                                                                    0          3
DERIVE_DYNAMIC_MAP_RW_MODELS                                                               0          3
RELAX_AUTHZ                                                                                0          3
RELAX_CSRF                                                                                 0          3
RELAX_BAD_CERT_VERIFICATION                                                                0          1
RELAX_ANDROID_MISSING_PERMISSION                                                           0          1
RELAX_ANDROID_IMPLICIT_INTENT                                                              0          1
RELAX_PREDICTABLE_RANDOM_SEED                                                              0          1
RELAX_INSECURE_COMMUNICATION                                                               0          3
DUMMY_DERIVER_SECURITY                                                                     0          3
RELAX_STACK_USE                                                                            0          1
RELAX_PARAM_NAMES                                                                          0          3
RELAX_BENIGN_CLOSURE                                                                       0          3
RELAX_SIDE_EFFECT_FREE                                                                     0          3
SEALED_METHOD                                                                              0          1
RELAX_ANDROID_PERMISSIONS                                                                  0          1
DUMMY_DERIVER_STACK_USE                                                                    0          1
RELAX_UNINIT                                                                               0          1
RELAX_UNINIT_ALLOC                                                                         0          1
DUMMY_DERIVER_UNINIT                                                                       0          1
RELAX_UNCAUGHT_EXCEPT                                                                      0          1
DUMMY_DERIVER_EXCEPTIONS                                                                   0          1
RELAX_GLOBAL_INIT_ORDER_SOURCE                                                             0          1
DUMMY_DERIVER_FLOW_INSENSITIVE                                                             0          1
CHECKED_RETURN_STAT                                                                        0          3
CALL_SUPER_STAT                                                                            0          3
BAD_EQ_STAT                                                                                0          3
BAD_LOCK_OBJECT_LOCK_SOURCE_STAT                                                           0          3
IDENTIFIER_TYPO_STAT                                                                       0          3
NON_STATIC_GUARDING_STATIC_STAT                                                            0          3
VOLATILE_ATOMICITY_STAT                                                                    0          3
DTOR_EMPTINESS_STAT                                                                        0          1
MOVE_ASSIGN_STAT                                                                           0          1
UNIQUE_SYMBOL_CHECKER                                                                      0          1
UNIQUE_SYMBOL_PREV_PASS_FUNCTION_ODR_HASH_GATHERER                                         0          1
BUILD_SINK_TYPE_GRAPH                                                                      0        206
DERIVE_EL_BEAN_RW                                                                          0        815
DERIVE_DYNAMIC_MAP_RW_ACCESSES                                                             0          9
RELAX_CSRF_FILTERS                                                                         0          3
WEBFORMS_DOM                                                                               0          3
RAZOR_SECTIONS                                                                             0          3
BUILD_STRING_GRAPH                                                                      3813        795
AUTHZ_STAT                                                                                 0          3
CSRF_STAT                                                                                  0        201
URL_MANIPULATION                                                                           0          3
ANDROID_CAPABILITY_LEAK                                                                    0          1
__CSRF_JAVA_CSHARP                                                                         0         51
__MISSING_AUTHZ_JAVA_CSHARP                                                               15        612
__XSS_STRING_GRAPH                                                                       375          3
DATAFLOW_CALLGRAPH_CHECKER                                                              1437         19
BUDA_DIRECTIVES_TYPE_INFERENCE_CHECKER                                                     0          5
__REGEX_INJECTION_BUDA                                                                    16          8
__REGEX_INJECTION_BUDA_PYTHON                                                              0          1
__HEADER_INJECTION_JS                                                                     16          8
__COOKIE_INJECTION_BUDA_JS                                                                15          8
__COOKIE_INJECTION_BUDA_PYTHON                                                             0          1
__PATH_MANIPULATION_BUDA_JS                                                               16          8
__PATH_MANIPULATION_BUDA_NONJS                                                             0          1
__OS_CMD_INJECTION_BUDA                                                                    0          1
__OS_CMD_INJECTION_BUDA.TANDEM                                                            31          8
__SCRIPT_CODE_INJECTION_BUDA_JS                                                           16          8
__SCRIPT_CODE_INJECTION_BUDA_NONJS                                                         0          1
__NOSQL_QUERY_INJECTION_BUDA                                                               0          1
__NOSQL_QUERY_INJECTION_BUDA.TANDEM                                                       15          8
DOM_XSS                                                                                   16          8
LOCALSTORAGE_MANIPULATION                                                                 16          8
SESSIONSTORAGE_MANIPULATION                                                               15          8
__URL_MANIPULATION_BUDA_DYNAMICS_JS                                                       31          8
__URL_MANIPULATION_BUDA_DYNAMICS_NOJS                                                      0          1
__TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA                                                 16          8
CSS_INJECTION                                                                             16          8
__XSS_BUDA                                                                                 0          1
__XSS_BUDA.TANDEM                                                                         15          8
ANGULAR_EXPRESSION_INJECTION                                                              16          8
__UNSAFE_DESERIALIZATION_BUDA                                                              0          1
__UNSAFE_DESERIALIZATION_BUDA.TANDEM                                                      31          8
__TEMPLATE_INJECTION_BUDA_JS                                                              16          8
__TEMPLATE_INJECTION_BUDA_PYTHON                                                           0          1
__HARDCODED_CREDENTIALS_BUDA_DYNAMICS                                                      0          5
__HEADER_INJECTION_BUDA                                                                    0          1
__OPEN_REDIRECT_BUDA_DYNAMICS                                                              0          5
UNCHECKED_ORIGIN                                                                          32          5
UNRESTRICTED_MESSAGE_TARGET                                                                0          5
__SQLI_BUDA_DYNAMICS                                                                      16          5
MISSING_IFRAME_SANDBOX                                                                     0          5
__SENSITIVE_DATA_LEAK_BUDA_DYNAMICS                                                       16          5
__CSRF_BUDA                                                                                0          5
__RISKY_CRYPTO_BUDA                                                                       15          5
__INSECURE_RANDOM_BUDA_DYNAMICS                                                            0          5
__INSECURE_SALT_BUDA                                                                      15          5
__INSUFFICIENT_LOGGING_BUDA_DYNAMICS                                                       0          5
__MISSING_AUTHZ_BUDA_STATS                                                                16          5
__XML_EXTERNAL_ENTITY_BUDA_DYNAMICS                                                        0          5
TANDEM_DATAFLOW_CHECKER_INFRASTRUCTURE_DYNAMICS_1                                        313          3
__MISSING_AUTHZ_BUDA                                                                      31          7
DATAFLOW_PREPASS_RESOLUTION_CHECKER                                                      469        399
TANDEM_DATAFLOW_CHECKER_INFRASTRUCTURE_STATICS                                           593          3
EL_INJECTION                                                                              15          4
__HEADER_INJECTION_STATICS                                                                16        402
JAVA_CODE_INJECTION                                                                       15          4
JCR_INJECTION                                                                             32          4
JSP_DYNAMIC_INCLUDE                                                                       15          4
JSP_SQL_INJECTION                                                                         16          4
LDAP_INJECTION                                                                            31        402
__NOSQL_QUERY_INJECTION_STATICS                                                           15        402
OGNL_INJECTION                                                                            31          4
__REGEX_INJECTION_STATICS                                                                 16        402
__SCRIPT_CODE_INJECTION_STATICS                                                           16        402
SESSION_FIXATION                                                                          15          4
TRUST_BOUNDARY_VIOLATION                                                                  16          4
UNKNOWN_LANGUAGE_INJECTION                                                                16        402
UNRESTRICTED_DISPATCH                                                                     31        402
__UNSAFE_DESERIALIZATION_STATICS                                                          15        402
__UNSAFE_JNI_STATICS                                                                      16          4
UNSAFE_NAMED_QUERY                                                                        16        402
__XPATH_INJECTION_STATICS                                                                 15        402
__XPATH_INJECTION_STATICS_JAVA                                                            32          4
__UNSAFE_REFLECTION_STATICS                                                               15          4
__TAINTED_ENVIRONMENT_WITH_EXECUTION_STATICS                                              16          4
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                          0          1
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2                                        31          4
__NOSQL_QUERY_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                     0          1
__PATH_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                         0          1
__TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                        0          1
__TEMPLATE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                        0          1
__URL_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                          0          1
__UNSAFE_JNI_BUDA_STATICS_NO_BUDA_CALLGRAPH                                               16          4
__XPATH_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                           0          1
__XPATH_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2                                         15          4
__XSS_BUDA_STATICS_NO_BUDA_CALLGRAPH                                                       0          1
__REGEX_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                          32          4
__WEAK_PASSWORD_HASH_BUDA_STATICS                                                         15        399
__HARDCODED_CREDENTIALS_BUDA_STATICS_NO_CALLGRAPH                                         16        399
__XML_EXTERNAL_ENTITY_BUDA_JAVA_DOTNET                                                    16        399
__INSECURE_RANDOM_BUDA_STATICS                                                            15        402
__WEAK_GUARD_BUDA_STATICS                                                                  0          1
__OPEN_REDIRECT_BUDA_STATICS                                                              16        399
__OS_CMD_INJECTION_BUDA_STATICS                                                            0          1
__OS_CMD_INJECTION_BUDA_STATICS_TANDEM                                                    31        402
__PATH_MANIPULATION_BUDA_STATICS                                                          15        399
__RISKY_CRYPTO_BUDA_STATICS                                                                0          1
__SENSITIVE_DATA_LEAK_BUDA_STATICS                                                        32        399
__SQLI_BUDA_STATICS                                                                       15        399
__SQLI_BUDA_STATICS_GO                                                                     0          1
__TAINT_ASSERT_BUDA_STATICS                                                               15        402
__UNENCRYPTED_SENSITIVE_DATA_BUDA_STATICS_NO_CALLGRAPH                                    32        399
__URL_MANIPULATION_BUDA_STATICS                                                           16          4
__INSUFFICIENT_LOGGING_BUDA_STATICS                                                        0          1
__MOBILE_ID_MISUSE_BUDA_STATICS                                                            0          1
UNRESTRICTED_ACCESS_TO_FILE_BUDA_STATICS                                                  31          4
__UNSAFE_DESERIALIZATION_BUDA_STATICS_JAVA                                                 0          1
TANDEM_DATAFLOW_CHECKER_INFRASTRUCTURE_STATICS_WORMHOLING                                594          3
EL_INJECTION_WORMHOLING                                                                   16          4
__HEADER_INJECTION_STATICS_WORMHOLING                                                     15          6
JAVA_CODE_INJECTION_WORMHOLING                                                            16          4
JCR_INJECTION_WORMHOLING                                                                  31          4
JSP_DYNAMIC_INCLUDE_WORMHOLING                                                            16          4
JSP_SQL_INJECTION_WORMHOLING                                                              16          4
LDAP_INJECTION_WORMHOLING                                                                 15          6
__NOSQL_QUERY_INJECTION_STATICS_WORMHOLING                                                31          6
OGNL_INJECTION_WORMHOLING                                                                 16          4
__REGEX_INJECTION_STATICS_WORMHOLING                                                      16          6
__SCRIPT_CODE_INJECTION_STATICS_WORMHOLING                                                15          6
SESSION_FIXATION_WORMHOLING                                                               32          4
TRUST_BOUNDARY_VIOLATION_WORMHOLING                                                       15          4
UNKNOWN_LANGUAGE_INJECTION_WORMHOLING                                                     16          6
UNRESTRICTED_DISPATCH_WORMHOLING                                                          15          6
__UNSAFE_DESERIALIZATION_STATICS_WORMHOLING                                               32          6
__UNSAFE_JNI_STATICS_WORMHOLING                                                           15          4
UNSAFE_NAMED_QUERY_WORMHOLING                                                             16          6
__XPATH_INJECTION_STATICS_WORMHOLING                                                      16          6
__XPATH_INJECTION_STATICS_JAVA_WORMHOLING                                                 31          4
__UNSAFE_REFLECTION_STATICS_WORMHOLING                                                    15          4
__TAINTED_ENVIRONMENT_WITH_EXECUTION_STATICS_WORMHOLING                                   16          4
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                               0          1
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2_WORMHOLING                             16          4
__NOSQL_QUERY_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                          0          1
__PATH_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                              0          1
__TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING             0          1
__TEMPLATE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                             0          1
__URL_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                               0          1
__UNSAFE_JNI_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                                    15          4
__XPATH_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                                0          1
__XPATH_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2_WORMHOLING                              32          4
__XSS_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                                            0          1
__REGEX_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                               15          4
